index,forest_length,likelihood,prior,posterior,leaves
2714,3.44035,-5449.96,-41.7922,-5491.75,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2715,3.18752,-5027.24,-41.7892,-5069.03,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2716,3.16564,-5025.74,-41.7833,-5067.52,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2717,3.31908,-5114.7,-41.8071,-5156.51,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2718,3.05178,-5116.04,-41.7801,-5157.82,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2719,3.33322,-5091.93,-41.7904,-5133.72,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2720,3.55401,-5045.25,-41.8077,-5087.06,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2721,3.12468,-5114.68,-41.785,-5156.46,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2722,3.16909,-5104.34,-41.7794,-5146.12,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2723,3.19982,-5455.27,-41.768,-5497.04,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2724,3.30278,-5452.57,-41.7782,-5494.34,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2725,2.63437,-4930.31,-41.7814,-4972.09,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
2726,3.19284,-5055.09,-41.7837,-5096.87,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2727,3.15517,-5090.73,-41.7778,-5132.51,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2728,3.21606,-5105.8,-41.7916,-5147.59,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2729,3.22942,-5053.88,-41.7934,-5095.68,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2730,3.25085,-5119.28,-41.7942,-5161.07,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2731,2.99303,-5108.05,-41.7654,-5149.81,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2732,3.31703,-5026.98,-41.7931,-5068.78,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2733,3.12072,-5236.6,-41.7798,-5278.38,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
2734,3.2435,-5143.21,-41.7886,-5185,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2735,2.53282,-4931.09,-41.7739,-4972.86,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
2736,3.22934,-5104.37,-41.7937,-5146.16,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2737,3.23395,-5023.45,-41.7903,-5065.24,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2738,3.28509,-5124.74,-41.7811,-5166.52,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2739,2.613,-4932.72,-41.777,-4974.5,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
2740,3.38802,-5120.09,-41.7943,-5161.88,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2741,3.37326,-5115.74,-41.8071,-5157.55,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2742,3.82897,-5328.1,-41.8423,-5369.94,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
2743,3.30168,-5052.81,-41.7969,-5094.61,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2744,3.35988,-5457.88,-41.785,-5499.66,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2745,3.42236,-5125.32,-41.7979,-5167.12,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2746,3.39533,-5450.01,-41.7874,-5491.8,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2747,3.52537,-5454.57,-41.7991,-5496.37,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2748,3.6205,-5376.25,-41.8124,-5418.07,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2749,3.4562,-5451.49,-41.7934,-5493.28,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2750,3.28077,-5124.38,-41.7837,-5166.16,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2751,3.29123,-5358.39,-41.7838,-5400.18,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2752,3.3538,-5451.79,-41.7832,-5493.57,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2753,3.43715,-5355.55,-41.7986,-5397.34,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2754,3.07501,-5147,-41.7735,-5188.77,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2755,3.20453,-5277.31,-41.7703,-5319.08,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2756,3.31872,-5038.6,-41.7982,-5080.4,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2757,3.43624,-5103.16,-41.8055,-5144.96,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2758,3.26507,-5085.58,-41.7863,-5127.37,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2759,3.24747,-5051.26,-41.7859,-5093.05,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2760,2.92547,-5012.94,-41.7887,-5054.73,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
2761,3.22156,-5057.61,-41.7785,-5099.39,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2762,3.37048,-5278.88,-41.7915,-5320.67,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2763,3.13836,-5052.82,-41.802,-5094.62,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2764,3.5594,-5054.39,-41.8187,-5096.21,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2765,3.32091,-5450.28,-41.7792,-5492.06,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2766,3.27367,-5107.02,-41.7912,-5148.81,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2767,2.90433,-5007.06,-41.7816,-5048.84,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
2768,2.63139,-4938.52,-41.7811,-4980.3,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
2769,3.19747,-5115.39,-41.7953,-5157.19,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2770,3.18854,-5380.85,-41.7674,-5422.62,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2771,3.46095,-5377.15,-41.7944,-5418.95,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2772,3.21866,-5092.77,-41.786,-5134.56,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2773,3.3584,-5373.62,-41.7839,-5415.4,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2774,3.29695,-5051.8,-41.7911,-5093.59,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2775,3.25216,-5042.27,-41.7773,-5084.04,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2776,3.32482,-5373.92,-41.7821,-5415.7,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2777,3.36896,-5040.49,-41.791,-5082.28,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2778,3.25364,-5099.52,-41.7906,-5141.31,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2779,3.18342,-5150.71,-41.7815,-5192.49,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2780,3.27414,-5116.05,-41.8001,-5157.85,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2781,3.53559,-5090.11,-41.8159,-5131.93,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2782,3.45979,-5278.87,-41.7992,-5320.66,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2783,3.34659,-5356.4,-41.7873,-5398.19,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2784,3.05881,-5115.46,-41.7784,-5157.23,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2785,3.1129,-5144.89,-41.7716,-5186.66,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2786,3.22367,-5281.61,-41.7741,-5323.39,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2787,3.34701,-5375.3,-41.7844,-5417.08,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2788,3.33199,-5278.25,-41.7854,-5320.04,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2789,3.35364,-5450.94,-41.7831,-5492.72,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2790,3.10151,-5103.55,-41.7763,-5145.33,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2791,3.0963,-5146.39,-41.7726,-5188.16,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2792,3.41535,-5120.15,-41.7941,-5161.94,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2793,3.2228,-5041.13,-41.7805,-5082.91,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2794,3.06954,-5095.06,-41.7699,-5136.83,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2795,3.32094,-5091.08,-41.7954,-5132.87,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2796,3.34557,-5119.92,-41.7926,-5161.71,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2797,3.49801,-5276.05,-41.8049,-5317.86,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2798,3.04226,-5105.81,-41.7726,-5147.58,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2799,3.18988,-5099.06,-41.7857,-5140.84,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2800,3.28963,-5088.72,-41.7912,-5130.51,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2801,3.24022,-5236.56,-41.7899,-5278.35,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
2802,3.51956,-5280.25,-41.8062,-5322.06,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2803,2.94189,-5006.01,-41.782,-5047.79,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
2804,2.53813,-4932.4,-41.7804,-4974.18,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
2805,2.91619,-5053.02,-41.7759,-5094.79,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2806,3.46426,-5235.01,-41.808,-5276.82,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
2807,3.13482,-5361,-41.769,-5402.77,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2808,3.18421,-5028.22,-41.789,-5070.01,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2809,2.62594,-4931.32,-41.7847,-4973.1,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
2810,3.29913,-5121.22,-41.7825,-5163,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2811,3.00268,-5051.47,-41.7835,-5093.25,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2812,3.12695,-5117.21,-41.7876,-5159,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2813,2.57513,-4934.64,-41.785,-4976.42,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
2814,2.9341,-5008.6,-41.7811,-5050.38,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
2815,3.12141,-5029.52,-41.7873,-5071.3,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2816,3.47173,-5450.36,-41.7955,-5492.15,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2817,3.30979,-5122.12,-41.7887,-5163.91,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2818,3.41709,-5361.33,-41.7954,-5403.13,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2819,3.404,-5362.58,-41.7927,-5404.37,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2820,3.05061,-5091.08,-41.7668,-5132.85,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2821,3.08043,-5114.83,-41.7789,-5156.61,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2822,3.07126,-5236.43,-41.7686,-5278.19,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
2823,3.37216,-5104,-41.8094,-5145.81,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2824,3.16451,-5117.24,-41.7867,-5159.03,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2825,3.29357,-5359.73,-41.7825,-5401.51,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2826,3.22515,-5105.63,-41.7869,-5147.41,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2827,3.31586,-5027.96,-41.8023,-5069.77,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2828,3.10633,-5357.37,-41.7641,-5399.13,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2829,3.30478,-5277.91,-41.7822,-5319.69,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2830,2.96844,-5150.25,-41.7664,-5192.02,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2831,3.15024,-5102.05,-41.7779,-5143.83,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2832,3.51967,-5124.3,-41.8053,-5166.1,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2833,3.35471,-5113.13,-41.8062,-5154.94,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2834,3.513,-5118.81,-41.81,-5160.62,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2835,3.33643,-5108.05,-41.7979,-5149.85,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2836,3.40915,-5372.86,-41.7906,-5414.65,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2837,3.05478,-5050.58,-41.7844,-5092.36,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2838,3.30341,-5376.85,-41.7789,-5418.62,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2839,3.31206,-5054.47,-41.794,-5096.26,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2840,3.38231,-5376.18,-41.7878,-5417.97,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2841,3.19297,-5106.62,-41.7805,-5148.4,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2842,2.94307,-5008.26,-41.7843,-5050.04,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
2843,3.43492,-5277.63,-41.7978,-5319.43,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2844,3.28565,-5373.89,-41.7834,-5415.67,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2845,3.43919,-5281.08,-41.7942,-5322.87,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2846,2.99556,-5056.79,-41.7655,-5098.56,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2847,3.26553,-5315.49,-41.783,-5357.28,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
2848,3.26152,-5279.56,-41.7775,-5321.34,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2849,3.21479,-5104.04,-41.8019,-5145.85,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2850,3.42332,-5123.87,-41.7904,-5165.66,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2851,3.33836,-5042.4,-41.794,-5084.19,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2852,3.17713,-5089.47,-41.7816,-5131.25,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2853,3.44143,-5363.28,-41.7993,-5405.08,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2854,3.43951,-5057.85,-41.8025,-5099.65,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2855,3.10306,-5052.28,-41.7923,-5094.07,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2856,3.35908,-5091.49,-41.7923,-5133.28,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2857,3.36682,-5233.73,-41.8002,-5275.53,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
2858,3.02974,-5031.58,-41.7674,-5073.35,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2859,2.94043,-5108.32,-41.7704,-5150.09,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2860,3.44823,-5449.54,-41.7928,-5491.33,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2861,3.24025,-5233.69,-41.7864,-5275.48,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
2862,2.74188,-4928.47,-41.7838,-4970.25,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
2863,3.07919,-5088.9,-41.7754,-5130.68,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2864,3.13438,-5142.16,-41.776,-5183.93,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2865,3.09136,-5114.22,-41.7825,-5156,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2866,3.37315,-5141.49,-41.8026,-5183.29,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2867,3.41313,-5372.53,-41.7933,-5414.32,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2868,3.13313,-5101.3,-41.7873,-5143.09,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2869,3.17883,-5113.11,-41.7917,-5154.9,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2870,3.31126,-5233.35,-41.7943,-5275.15,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
2871,3.30328,-5120.47,-41.7804,-5162.25,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2872,3.38513,-5238,-41.8006,-5279.8,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
2873,3.34709,-5278.62,-41.7872,-5320.41,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2874,3.35346,-5451.85,-41.7835,-5493.63,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2875,3.10394,-5105.41,-41.775,-5147.19,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2876,3.39375,-5355.13,-41.7934,-5396.93,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2877,3.29778,-5451.41,-41.7778,-5493.19,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2878,3.27072,-5121.54,-41.7755,-5163.32,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2879,2.93514,-5052.55,-41.7745,-5094.33,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2880,3.2124,-5056.31,-41.7904,-5098.1,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2881,3.25436,-5231.83,-41.7864,-5273.62,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
2882,3.16268,-5102.47,-41.7864,-5144.26,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2883,3.0697,-5032.07,-41.7694,-5073.84,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2884,3.18656,-5100.44,-41.7797,-5142.22,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2885,3.11299,-5054.42,-41.7907,-5096.21,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2886,3.1099,-5102.55,-41.7852,-5144.33,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2887,3.37285,-5037.64,-41.7926,-5079.44,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2888,2.9996,-5321.41,-41.76,-5363.17,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
2889,3.22936,-5116.6,-41.7989,-5158.4,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2890,3.25105,-5145.4,-41.7945,-5187.2,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2891,3.3761,-5281.53,-41.7886,-5323.32,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2892,3.31957,-5033.81,-41.8028,-5075.62,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2893,3.44993,-5280.01,-41.8011,-5321.81,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2894,3.42951,-5374.97,-41.792,-5416.77,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2895,3.12402,-5028.1,-41.7838,-5069.88,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2896,3.23155,-5275.84,-41.7775,-5317.62,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2897,3.05104,-5125.9,-41.7617,-5167.66,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2898,3.24083,-5359.76,-41.776,-5401.54,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2899,3.21452,-5089.32,-41.7836,-5131.1,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2900,3.19047,-5088.37,-41.7817,-5130.15,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2901,3.23398,-5356.71,-41.7777,-5398.49,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2902,3.38971,-5319.42,-41.7976,-5361.22,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
2903,3.3957,-5118.58,-41.8012,-5160.38,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2904,3.19486,-5357.65,-41.7715,-5399.42,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2905,3.37771,-5372.44,-41.7907,-5414.23,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2906,3.42568,-5374.64,-41.795,-5416.44,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2907,2.9951,-5001.89,-41.7835,-5043.68,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
2908,3.42528,-5042.32,-41.7987,-5084.12,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2909,3.04614,-5113.92,-41.7729,-5155.69,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2910,3.10501,-5030.47,-41.7746,-5072.24,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2911,3.66208,-5092.86,-41.8269,-5134.69,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2912,3.25725,-5143.71,-41.7952,-5185.5,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2913,3.10544,-5143.89,-41.7739,-5185.67,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2914,3.22438,-5055.76,-41.7919,-5097.56,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2915,2.99546,-5050.73,-41.7756,-5092.51,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2916,3.1133,-5004.67,-41.8011,-5046.47,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
2917,3.34416,-5090.53,-41.7949,-5132.32,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2918,3.46765,-5452.14,-41.795,-5493.94,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2919,3.47456,-5379.01,-41.7973,-5420.81,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2920,3.26537,-5087.48,-41.7895,-5129.27,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2921,3.08593,-5027.15,-41.7807,-5068.93,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2922,3.36212,-5146.89,-41.8005,-5188.69,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2923,3.28234,-5358.31,-41.781,-5400.09,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2924,3.33729,-5122.15,-41.7846,-5163.94,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2925,3.19378,-5118.64,-41.7898,-5160.43,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2926,3.29833,-5459.91,-41.7787,-5501.69,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2927,3.10741,-5000.94,-41.7907,-5042.73,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
2928,3.21399,-5056.8,-41.7786,-5098.58,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2929,3.25053,-5056.45,-41.7847,-5098.23,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2930,3.42437,-5378.86,-41.7926,-5420.65,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2931,3.46143,-5359.05,-41.7989,-5400.85,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2932,3.16187,-5456.83,-41.7638,-5498.6,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2933,3.09365,-5109.42,-41.7835,-5151.21,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2934,3.35934,-5453.19,-41.7848,-5494.98,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2935,3.14912,-5123.1,-41.7765,-5164.88,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2936,3.05344,-5052.76,-41.789,-5094.54,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2937,3.16216,-5319.88,-41.7754,-5361.65,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
2938,3.5062,-5458.35,-41.7995,-5500.15,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2939,3.26988,-5056.5,-41.7936,-5098.29,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
