index,forest_length,likelihood,prior,posterior,leaves
936,3.03124,-5028.18,-41.7718,-5069.95,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
937,3.33134,-5361.63,-41.7853,-5403.41,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
938,3.12052,-5003.1,-41.8078,-5044.91,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
939,2.98791,-5115.72,-41.7704,-5157.49,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
940,3.19722,-5103.64,-41.78,-5145.42,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
941,3.16893,-5362.41,-41.77,-5404.18,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
942,3.26663,-5278.29,-41.7782,-5320.07,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
943,3.17069,-5104.43,-41.7848,-5146.22,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
944,3.25354,-5087.86,-41.7851,-5129.64,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
945,3.21413,-5278.47,-41.7747,-5320.25,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
946,3.1519,-5090.82,-41.7868,-5132.61,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
947,3.34918,-5377.98,-41.785,-5419.77,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
948,3.43827,-5102.53,-41.8154,-5144.35,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
949,3.47275,-5143.43,-41.8106,-5185.25,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
950,3.25861,-5452.62,-41.7729,-5494.4,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
951,3.15093,-5035.12,-41.7873,-5076.91,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
952,2.55995,-4929.14,-41.7894,-4970.93,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
953,3.31188,-5089.88,-41.7959,-5131.67,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
954,3.32728,-5102.37,-41.7982,-5144.17,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
955,3.33319,-5038.69,-41.7857,-5080.48,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
956,3.41543,-5448.77,-41.7891,-5490.56,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
957,3.11916,-5093.59,-41.7736,-5135.36,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
958,2.86734,-5053.96,-41.7725,-5095.73,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
959,3.15525,-5277.77,-41.7665,-5319.53,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
960,3.4541,-5275.84,-41.8,-5317.64,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
961,3.05916,-5103.4,-41.7696,-5145.17,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
962,3.35954,-5146.4,-41.7975,-5188.2,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
963,3.19687,-5106.81,-41.7823,-5148.59,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
964,3.22086,-5033.42,-41.7973,-5075.22,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
965,3.09917,-5051.73,-41.7891,-5093.52,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
966,3.31293,-5042.49,-41.7861,-5084.27,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
967,3.31423,-5054.6,-41.7887,-5096.39,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
968,3.01392,-5093.72,-41.7622,-5135.48,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
969,3.52064,-5143.77,-41.8168,-5185.59,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
970,2.80054,-5007.64,-41.769,-5049.41,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
971,3.30735,-5052.45,-41.8099,-5094.26,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
972,3.47812,-5061.17,-41.8089,-5102.98,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
973,3.56539,-5278.88,-41.809,-5320.69,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
974,3.17239,-5456.53,-41.7655,-5498.29,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
975,3.05507,-5109.03,-41.77,-5150.8,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
976,3.3601,-5031.54,-41.7984,-5073.33,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
977,3.29145,-5374.64,-41.7791,-5416.42,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
978,3.43872,-5274.43,-41.7996,-5316.23,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
979,3.20692,-5114.42,-41.7973,-5156.22,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
980,3.54591,-5364.29,-41.809,-5406.1,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
981,3.3613,-5143.4,-41.8037,-5185.2,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
982,3.22753,-5102.36,-41.7812,-5144.15,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
983,3.27845,-5090.66,-41.788,-5132.45,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
984,3.25186,-5359.76,-41.7751,-5401.53,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
985,3.37831,-5356.53,-41.7903,-5398.32,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
986,3.1001,-5054.47,-41.7736,-5096.25,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
987,3.40435,-5120.59,-41.7963,-5162.39,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
988,3.33664,-5234.3,-41.7933,-5276.1,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
989,3.22896,-5322.01,-41.7829,-5363.8,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
990,3.13714,-5102.36,-41.785,-5144.15,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
991,3.23099,-5104.53,-41.7832,-5146.31,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
992,3.37361,-5103.96,-41.8028,-5145.76,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
993,2.96883,-5033.82,-41.7693,-5075.59,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
994,3.17678,-5145.38,-41.786,-5187.16,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
995,3.34408,-5231.64,-41.7953,-5273.43,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
996,3.12441,-5102.92,-41.7761,-5144.7,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
997,3.03494,-5004.8,-41.7926,-5046.59,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
998,3.56155,-5373.71,-41.8071,-5415.52,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
999,3.14568,-5364.84,-41.7677,-5406.61,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1000,3.30942,-5318.93,-41.7885,-5360.72,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1001,3.38731,-5234.49,-41.7966,-5276.29,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1002,3.5621,-5376.29,-41.8055,-5418.1,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1003,3.20647,-5236.26,-41.784,-5278.05,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1004,3.28526,-5278.41,-41.7809,-5320.19,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1005,3.31961,-5359.64,-41.7872,-5401.43,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1006,3.29143,-5359.52,-41.7834,-5401.31,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1007,3.35288,-5145.59,-41.8048,-5187.39,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1008,2.79418,-5002.47,-41.7665,-5044.23,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1009,3.20547,-5317.95,-41.7814,-5359.73,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1010,3.11463,-5094.59,-41.7709,-5136.36,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1011,3.0273,-5126.04,-41.7732,-5167.81,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1012,3.32071,-5117.19,-41.8001,-5158.99,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1013,3.18436,-5360.29,-41.7719,-5402.07,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1014,3.22766,-5374.34,-41.7725,-5416.11,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1015,3.24725,-5236,-41.7884,-5277.79,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1016,3.4306,-5039.76,-41.7973,-5081.56,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1017,3.32102,-5089.39,-41.7957,-5131.19,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1018,3.27951,-5052.34,-41.7909,-5094.13,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1019,3.20037,-5144.35,-41.7851,-5186.14,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1020,3.14216,-5024.55,-41.7849,-5066.33,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1021,3.27614,-5053.44,-41.8044,-5095.25,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1022,3.37229,-5281.15,-41.7894,-5322.94,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1023,3.46086,-5277.89,-41.7973,-5319.69,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1024,3.26417,-5453.59,-41.7736,-5495.37,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1025,3.4318,-5051.99,-41.8107,-5093.8,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1026,3.37454,-5373.47,-41.787,-5415.26,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1027,3.34625,-5450.54,-41.7823,-5492.32,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1028,3.15531,-5038.93,-41.7803,-5080.71,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1029,3.17885,-5367.36,-41.7701,-5409.13,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1030,3.01622,-5054.76,-41.7752,-5096.53,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1031,3.10979,-5112.24,-41.7909,-5154.03,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1032,3.45293,-5091.04,-41.8069,-5132.85,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1033,3.24661,-5377.32,-41.774,-5419.1,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1034,3.2724,-5357.55,-41.7824,-5399.34,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1035,3.15495,-5030.85,-41.7817,-5072.64,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1036,3.17656,-5027.75,-41.7859,-5069.53,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1037,3.1636,-5099.58,-41.7902,-5141.37,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
1038,3.4659,-5119.42,-41.8001,-5161.22,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1039,3.21934,-5318.3,-41.7812,-5360.08,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1040,3.09932,-5112.56,-41.7797,-5154.34,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1041,3.02499,-5094.95,-41.7629,-5136.71,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1042,3.04926,-5002.12,-41.8048,-5043.92,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1043,3.30857,-5356.7,-41.7847,-5398.48,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1044,3.22623,-5122.45,-41.7859,-5164.24,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1045,3.38875,-5275.78,-41.7932,-5317.57,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1046,3.23624,-5104.68,-41.7932,-5146.48,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
1047,2.3812,-4937.9,-41.7623,-4979.66,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1048,3.12287,-5005.58,-41.8042,-5047.39,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1049,2.86061,-5006.24,-41.7725,-5048.01,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1050,3.26107,-5453.7,-41.7743,-5495.48,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1051,2.64395,-4934.33,-41.7873,-4976.12,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1052,3.07763,-5326.86,-41.7668,-5368.63,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1053,3.30129,-5377.66,-41.7799,-5419.44,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1054,3.16111,-5320.13,-41.7762,-5361.91,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1055,3.04907,-5317.75,-41.7632,-5359.52,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1056,3.38399,-5361.65,-41.7894,-5403.44,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1057,3.2597,-5144.98,-41.7869,-5186.76,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1058,3.28311,-5278.88,-41.7839,-5320.66,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1059,2.80487,-5002.92,-41.7669,-5044.68,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1060,3.19451,-5124.09,-41.7813,-5165.88,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1061,3.12855,-5031.48,-41.7772,-5073.26,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1062,3.51274,-5356.07,-41.8044,-5397.87,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1063,3.30712,-5126.87,-41.7841,-5168.65,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1064,3.25937,-5121.66,-41.7846,-5163.45,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1065,3.44887,-5236.41,-41.8032,-5278.21,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1066,2.96204,-5122.3,-41.7707,-5164.08,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1067,3.39189,-5372.74,-41.7914,-5414.53,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1068,3.15502,-5145.6,-41.7837,-5187.39,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1069,3.31992,-5362.2,-41.7856,-5403.98,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1070,3.12714,-5028.51,-41.7822,-5070.3,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1071,3.3207,-5025.94,-41.8034,-5067.74,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1072,3.2791,-5043.26,-41.786,-5085.05,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1073,3.33185,-5454.11,-41.781,-5495.9,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1074,3.16163,-5091.53,-41.7807,-5133.31,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1075,2.76604,-5024.33,-41.7702,-5066.1,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1076,3.50775,-5452.82,-41.7988,-5494.62,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1077,3.25854,-5119.31,-41.7813,-5161.09,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1078,3.39033,-5277.53,-41.7904,-5319.32,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1079,3.10111,-5114.16,-41.7813,-5155.94,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1080,3.1041,-5099.38,-41.7724,-5141.15,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1081,3.3002,-5374.39,-41.7808,-5416.17,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1082,2.60288,-4934.11,-41.7784,-4975.88,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1083,3.35844,-5060.31,-41.8062,-5102.12,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1084,3.27626,-5234.17,-41.7915,-5275.96,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1085,3.51452,-5234.46,-41.8187,-5276.28,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1086,3.30742,-5232.64,-41.7915,-5274.43,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1087,3.23763,-5033.12,-41.7939,-5074.92,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1088,3.48673,-5356.6,-41.8027,-5398.4,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1089,2.92224,-5005.83,-41.7808,-5047.61,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1090,3.45478,-5284.73,-41.7975,-5326.53,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1091,3.38926,-5317.41,-41.7965,-5359.21,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1092,2.61543,-4931.79,-41.7757,-4973.57,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1093,2.889,-5004.71,-41.7804,-5046.49,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1094,3.09772,-5003.07,-41.804,-5044.87,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1095,3.26961,-5120.18,-41.7827,-5161.97,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1096,3.42123,-5122.8,-41.7985,-5164.6,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1097,3.23936,-5356.86,-41.7775,-5398.64,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1098,3.39298,-5377.71,-41.7885,-5419.5,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1099,3.19756,-5089,-41.7837,-5130.79,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1100,3.35563,-5277.43,-41.7891,-5319.22,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1101,3.18318,-5004.35,-41.8087,-5046.15,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1102,3.11888,-5048.1,-41.794,-5089.89,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1103,3.21269,-5453.72,-41.7689,-5495.49,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1104,2.59486,-4930.35,-41.7843,-4972.13,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1105,3.05009,-5059.77,-41.7705,-5101.54,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1106,3.14844,-5091.41,-41.7828,-5133.19,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1107,3.06274,-5144.5,-41.7706,-5186.27,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1108,3.37334,-5355.26,-41.793,-5397.06,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1109,3.31984,-5361.54,-41.7845,-5403.33,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1110,3.01658,-5005.09,-41.783,-5046.88,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1111,3.54768,-5450.51,-41.8025,-5492.31,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1112,3.23691,-5090.32,-41.7887,-5132.11,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1113,3.38655,-5043,-41.7887,-5084.79,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1114,3.15232,-5042.92,-41.7746,-5084.7,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1115,3.13608,-5147.15,-41.7794,-5188.93,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1116,3.14241,-5112.15,-41.7845,-5153.93,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1117,3.41387,-5280.89,-41.7937,-5322.69,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1118,3.1284,-5360.65,-41.7675,-5402.41,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1119,3.40416,-5273.76,-41.7925,-5315.56,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1120,3.33781,-5453.86,-41.783,-5495.64,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1121,3.23164,-5146.33,-41.7898,-5188.12,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1122,3.27106,-5088.56,-41.7949,-5130.36,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1123,3.19267,-5102.29,-41.7878,-5144.07,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
1124,2.92912,-5117.97,-41.7689,-5159.74,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1125,3.25983,-5088.58,-41.7936,-5130.37,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1126,3.35846,-5451.87,-41.7846,-5493.65,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1127,3.26748,-5122.56,-41.7748,-5164.33,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1128,3.35894,-5037.23,-41.7898,-5079.02,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1129,3.32771,-5035.38,-41.7804,-5077.16,"{t10|t3|t6|t9}|{t1|t2|t4|t5|t7|t8}"
1130,3.24804,-5043.71,-41.7801,-5085.49,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1131,2.45804,-4929.51,-41.7704,-4971.28,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1132,3.40076,-5236.4,-41.8042,-5278.21,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1133,3.1291,-5052.6,-41.7927,-5094.39,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1134,3.1473,-5104.65,-41.7769,-5146.42,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
1135,3.50444,-5356.72,-41.8011,-5398.52,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1136,3.11175,-5033.59,-41.7862,-5075.38,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1137,3.03936,-5118.28,-41.7807,-5160.06,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1138,3.53021,-5449.99,-41.8012,-5491.79,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1139,3.34423,-5315.19,-41.791,-5356.98,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1140,3.20034,-5091.87,-41.7785,-5133.65,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1141,2.99501,-5002.95,-41.788,-5044.74,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1142,3.28967,-5144.41,-41.7913,-5186.2,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1143,3.07739,-5048.66,-41.7886,-5090.44,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1144,3.19641,-5144.21,-41.7868,-5186,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1145,3.02903,-5033.59,-41.7763,-5075.37,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1146,2.92386,-5048.31,-41.7543,-5090.07,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1147,3.23798,-5232.66,-41.783,-5274.44,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1148,3.34946,-5038.87,-41.7924,-5080.67,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1149,3.14509,-5112.88,-41.7827,-5154.66,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1150,3.28198,-5025.45,-41.7921,-5067.24,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1151,3.15541,-5055.29,-41.7758,-5097.07,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1152,3.23196,-5054.21,-41.7874,-5096,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1153,3.25469,-5322.49,-41.7846,-5364.27,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1154,3.16608,-5035.36,-41.7911,-5077.15,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1155,3.1817,-5120.22,-41.7939,-5162.01,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1156,3.08367,-5039.02,-41.7665,-5080.79,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1157,3.15486,-5027,-41.7841,-5068.78,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1158,3.29271,-5277.25,-41.7808,-5319.03,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1159,3.14794,-5055.53,-41.7817,-5097.31,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1160,3.31905,-5143.36,-41.7974,-5185.16,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1161,3.27846,-5454.2,-41.7758,-5495.98,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1162,3.203,-5376.86,-41.7704,-5418.63,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
